"ProcedureCall","PackageName","Status","Methods","Modules","ReadObjects","WriteObjects","ObjectRefs","MappingFound"
"PKG_AR.P_GETMANAGEDDRAFTOBSERVATIONSTEXT","PKG_AR","Confirmed Active","GetManagedDraftObservationsText","AR","T_AU_OBSERVATION_TEXT","","T_CURSOR; T_AU_OBSERVATION_TEXT","True"
"PKG_AR.P_GETAUDITEECHECKKLIST","PKG_AR","Confirmed Active","GetSubChecklistStatus","AR","T_AUDITEE_CHECKKLIST; T_AUDIT_CHECKLIST_DETAILS; T_AUDIT_CHECKLIST_SUB; T_AU_OBSERVATION; T_AU_OBSERVATION_TEXT","","T_CURSOR; T_AUDITEE_CHECKKLIST; T_AUDIT_CHECKLIST_DETAILS; T_AUDIT_CHECKLIST_SUB; T_AU_OBSERVATION; T_AU_OBSERVATION_TEXT","True"
"PKG_AR.P_DROPAUDITOBSERVATION","PKG_AR","Confirmed Active","DropAuditObservation","AR","T_AU_ACTIVITY_LOG; T_AU_OBSERVATION; T_AU_AUDIT_TEAM_TASKLIST; T_AU_TEAM_MEMBERS; T_USER_MAPING; T_AU_REMARKS","T_AU_ACTIVITY_LOG; T_AU_OBSERVATION","T_CURSOR; V_F; T_L; T_AU_ACTIVITY_LOG; T_AU_OBSERVATION; T_AU_AUDIT_TEAM_TASKLIST; T_AU_TEAM_MEMBERS; T_ID; T_USER_MAPING; T_AU_REMARKS","True"
"PKG_AR.P_SUBMITAUDITOBSERVATIONTOAUDITEE","PKG_AR","Confirmed Active","SubmitAuditObservationToAuditee","AR","T_AU_OBSERVATION; T_AU_OBSERVATION_TEXT; T_AU_AUDIT_TEAM_TASKLIST; T_AU_TEAM_MEMBERS; T_AU_ACTIVITY_LOG; T_AUDITEE_ENTITEE_SUBENTITY; T_AU_OBSERVATION_ASSIGNEDTO; DUAL; T_AU_REMARKS","T_AU_ACTIVITY_LOG; T_AU_OBSERVATION_ASSIGNEDTO; T_AU_OBSERVATION; T_AU_OBSERVATION_TEXT","T_CURSOR; T_AU_OBSERVATION; T_AU_OBSERVATION_TEXT; T_AU_AUDIT_TEAM_TASKLIST; T_AU_TEAM_MEMBERS; T_ID; T_AU_ACTIVITY_LOG; T_AUDITEE_ENTITEE_SUBENTITY; T_AU_OBSERVATION_ASSIGNEDTO; M_F; T_AU_REMARKS","True"
"PKG_AR.P_UPDATEAUDITOBSERVATIONSTATUS","PKG_AR","Confirmed Active","UpdateAuditObservationStatus","AR","T_AU_ACTIVITY_LOG; T_AU_TEAM_MEMBERS; T_AU_AUDIT_TEAM_TASKLIST; T_AU_OBSERVATION; T_AU_OBSERVATION_STATUS; T_AU_REMARKS","T_AU_ACTIVITY_LOG; T_AU_OBSERVATIONS_AUDITEE_RESPONSE; T_AU_OBSERVATION","T_CURSOR; T_AU_ACTIVITY_LOG; T_AU_TEAM_MEMBERS; T_AU_AUDIT_TEAM_TASKLIST; T_ID; T_AU_OBSERVATION; T_AU_OBSERVATIONS_AUDITEE_RESPONSE; T_AU_OBSERVATION_STATUS; T_AU_REMARKS","True"
"PKG_AR.AUDITOR_RESPONSE","PKG_AR","Confirmed Active","UpdateAuditObservationStatus; UpdateAuditObservationStatusByHead","AR","T_AU_OBSERVATIONS_AUDITOR_RECOMMENDATION; T_AU_OBSERVATION_TEXT","T_AU_OBSERVATIONS_AUDITOR_RECOMMENDATION","T_AU_OBSERVATIONS_AUDITOR_RECOMMENDATION; T_AU_OBSERVATION_TEXT","True"
"PKG_AR.AUDITOR_REPLY","PKG_AR","Confirmed Active","UpdateAuditObservationStatus; UpdateAuditObservationStatusByHead","AR","T_AU_OBSERVATIONS_AUDITOR_REPLY; T_AU_OBSERVATION_TEXT; T_GROUPS; T_USER_MAPING","T_AU_OBSERVATIONS_AUDITOR_REPLY","T_AU_OBSERVATIONS_AUDITOR_REPLY; T_AU_OBSERVATION_TEXT; T_GROUPS; T_USER_MAPING","True"
"PKG_AR.P_UPDATEAUDITOBSERVATIONSTATUSBYHEAD","PKG_AR","Low-Confidence / Needs Verification","UpdateAuditObservationStatusByHead","AR","","","","False"
"PKG_AR.P_UPDATEOBSERVATION","PKG_AR","Confirmed Active","UpdateAuditObservationText","AR","T_AU_ACTIVITY_LOG; T_AU_AUDIT_TEAM_TASKLIST; T_AU_OBSERVATION; T_AU_REMARKS; DUAL","T_AU_ACTIVITY_LOG; T_AU_OBSERVATION_TEXT; T_AU_OBSERVATION","T_CURSOR; V_F; T_AU_ACTIVITY_LOG; T_AU_AUDIT_TEAM_TASKLIST; T_AU_OBSERVATION; T_AU_OBSERVATION_TEXT; T_AU_REMARKS","True"
"PKG_AR.P_GETCLOSINGDRAFTOBSERVATIONS","PKG_AR","Confirmed Active","GetClosingDraftObservations; GetClosingDraftTeamDetails","AR","T_AU_AUDIT_TEAM_TASKLIST; T_AUDITEE_ENTITIES; T_AU_PLAN_ENG; T_AU_AUDIT_JOINING; V_GETCLOSINGDRAFT_TEAMMEMBER_SUMMARY; V_GETCLOSINGDRAFT_STATUS_SUMMARY; V_GETCLOSINGDRAFT_TEAM_SUMMARY","","T_CURSOR; V_F; T_AU_AUDIT_TEAM_TASKLIST; T_AUDITEE_ENTITIES; T_AU_PLAN_ENG; T_AU_AUDIT_JOINING; V_GETCLOSINGDRAFT_TEAMMEMBER_SUMMARY; V_GETCLOSINGDRAFT_STATUS_SUMMARY; V_GETCLOSINGDRAFT_TEAM_SUMMARY","True"
"PKG_AR.P_GETAUDITCHECKLISTDETAILS_SEARCH","PKG_AR","Confirmed Active","SearchChecklistDetails","AR","T_AUDIT_CHECKLIST_DETAILS; T_AUDIT_CHECKLIST_SUB; T_AUDIT_CHECKLIST; T_RISK","","T_CURSOR; T_AUDIT_CHECKLIST_DETAILS; T_AUDIT_CHECKLIST_SUB; T_AUDIT_CHECKLIST; T_ID; T_RISK","True"
"PKG_AR.P_GETENTITIESFORLEGACYPARA","PKG_AR","Likely Active","GetLegacyParasEntities","AR","T_AU_OBSERVATION_OLD_CAD_PARAS; T_AUDITEE_ENTITIES; T_AU_OBSERVATION_OLD_CAD_PARAS_TEXT; T_AU_OLD_PARAS_FAD","","T_CURSOR; T_AU_OBSERVATION_OLD_CAD_PARAS; T_AUDITEE_ENTITIES; T_AU_OBSERVATION_OLD_CAD_PARAS_TEXT; T_AU_OLD_PARAS_FAD","True"
"PKG_AR.P_GETENTITIESFORLEGACYPARA_HO","PKG_AR","Likely Active","GetLegacyParasEntitiesHO","AR","T_AU_OBSERVATION_OLD_CAD_PARAS; T_AUDITEE_ENTITIES; T_AU_OBSERVATION_OLD_CAD_PARAS_TEXT","","T_CURSOR; T_AU_OBSERVATION_OLD_CAD_PARAS; T_AUDITEE_ENTITIES; T_AU_OBSERVATION_OLD_CAD_PARAS_TEXT","True"
"PKG_AR.P_GETENTITIESFORLEGACYPARA_HO_REPORT","PKG_AR","Confirmed Active","GetLegacyParasEntitiesReport","AR","T_AU_OBSERVATION_OLD_CAD_PARAS; T_AUDITEE_ENTITIES; T_AU_OBSERVATION_OLD_CAD_PARAS_TEXT","","T_CURSOR; T_AU_OBSERVATION_OLD_CAD_PARAS; T_AUDITEE_ENTITIES; T_AU_OBSERVATION_OLD_CAD_PARAS_TEXT","True"
"PKG_AR.P_GETLEAGACYOBSERVATIONS","PKG_AR","Confirmed Active","GetLegacyParasForUpdate","AR","T_AUDITEE_ENTITIES; T_AU_ERROR_LOGS; DUAL; T_AU_OBSERVATION_OLD_CAD_PARAS; T_AU_OBSERVATION_OLD_CAD_PARAS_TEXT; T_AU_OLD_PARAS_FAD; T_AU_OLD_PARAS_FAD_TEXT; T_AU_OLD_PARAS_FAD_LOG","T_AU_ERROR_LOGS; T_AU_OLD_PARAS_FAD_LOG","T_CURSOR; V_F; T_AUDITEE_ENTITIES; T_AU_ERROR_LOGS; T_AU_OBSERVATION_OLD_CAD_PARAS; V_CAT_ID; V_CAT_NATURE_ID; T_AU_OBSERVATION_OLD_CAD_PARAS_TEXT; T_AU_OLD_PARAS_FAD; T_AU_OLD_PARAS_FAD_TEXT; T_AU_OLD_PARAS_FAD_LOG","True"
"PKG_AR.P_GETLEAGACYOBSERVATIONS_HO","PKG_AR","Confirmed Active","GetLegacyParasForUpdateHO","AR","T_AU_ERROR_LOGS; DUAL; T_AU_OBSERVATION_OLD_CAD_PARAS; T_AUDITEE_ENTITIES; T_AU_OBSERVATION_OLD_CAD_PARAS_TEXT; T_CONTROL_VIOLATION_SUB; T_AU_DATA_VALIDATION_HO_LOG","T_AU_ERROR_LOGS; T_AU_DATA_VALIDATION_HO_LOG","T_CURSOR; T_AU_ERROR_LOGS; T_AU_OBSERVATION_OLD_CAD_PARAS; T_AUDITEE_ENTITIES; T_AU_OBSERVATION_OLD_CAD_PARAS_TEXT; V_CAT_ID; V_CAT_NATURE_ID; T_CONTROL_VIOLATION_SUB; T_AU_DATA_VALIDATION_HO_LOG","True"
"PKG_AR.P_GETLEAGACYOBSERVATIONS_FOR_GIST_UPDATE","PKG_AR","Confirmed Active","GetLegacyParasForGistUpdate","AR","T_AUDITEE_ENTITIES; T_AU_ERROR_LOGS; DUAL; T_AU_OBSERVATION_OLD_CAD_PARAS; T_AU_OLD_PARAS_GIST_UPDATE_LOG; T_AU_OBSERVATION_OLD_CAD_PARAS_TEXT; T_AU_OLD_PARAS_FAD","T_AU_ERROR_LOGS; T_AU_OLD_PARAS_GIST_UPDATE_LOG","T_CURSOR; V_F; T_AUDITEE_ENTITIES; T_AU_ERROR_LOGS; T_AU_OBSERVATION_OLD_CAD_PARAS; T_AU_OLD_PARAS_GIST_UPDATE_LOG; V_CAT_ID; V_CAT_NATURE_ID; T_AU_OBSERVATION_OLD_CAD_PARAS_TEXT; T_AU_OLD_PARAS_FAD","True"
"PKG_AR.P_UPDATE_LEGACY_PARA_TEXT","PKG_AR","Confirmed Active","UpdateLegacyParasWithResponsibility","AR","T_AU_OLD_PARAS_FAD; T_AUDITEE_ENTITIES; AIS_T_AU_POST_COMPLIANCE; T_USER; T_AU_OLD_PARAS_FAD_TEXT; T_AU_OBSERVATION_OLD_CAD_PARAS_TEXT; T_AU_REMARKS; T_AU_ERROR_LOGS; DUAL","AIS_T_AU_POST_COMPLIANCE; T_AU_OBSERVATION_OLD_CAD_PARAS_TEXT; T_AU_OBSERVATION_OLD_CAD_PARAS; T_AU_DATA_VALIDATION_HO_LOG; T_AU_OLD_PARAS_FAD_TEXT; T_AU_OLD_PARAS_FAD; T_AU_OLD_PARAS_FAD_LOG; T_AU_ERROR_LOGS","T_CURSOR; V_F; T_F; T_AU_OLD_PARAS_FAD; T_AUDITEE_ENTITIES; AIS_T_AU_POST_COMPLIANCE; T_USER; T_AU_OLD_PARAS_FAD_TEXT; T_AU_OBSERVATION_OLD_CAD_PARAS_TEXT; T_AU_OBSERVATION_OLD_CAD_PARAS; V_CAT_ID; V_CAT_NATURE_ID; T_AU_DATA_VALIDATION_HO_LOG; T_AU_OLD_PARAS_FAD_LOG; T_AU_REMARKS; T_AU_ERROR_LOGS","True"
"PKG_AR.P_ADD_PARA_RESPONSIBILITY","PKG_AR","Confirmed Active","AddResponsibilityToLegacyParas; UpdateLegacyParasWithResponsibility","AR","T_AU_OLD_PARAS_FAD_RESPONSIBILITY_ASSIGNED; DUAL; T_AU_ERROR_LOGS","T_AU_OLD_PARAS_FAD_RESPONSIBILITY_ASSIGNED; T_AU_OLD_PARAS_FAD_LOG; T_AU_ERROR_LOGS","T_CURSOR; T_AU_OLD_PARAS_FAD_RESPONSIBILITY_ASSIGNED; T_AU_OLD_PARAS_FAD_LOG; T_AU_ERROR_LOGS","True"
"PKG_AR.P_UPDATE_LEGACY_PARA_GIST","PKG_AR","Confirmed Active","UpdateLegacyParaGistParaNo","AR","T_AU_OLD_PARAS_GIST_UPDATE_LOG; DUAL; T_AU_ERROR_LOGS","T_AU_OLD_PARAS_GIST_UPDATE_LOG; T_AU_ERROR_LOGS","T_CURSOR; T_AU_OLD_PARAS_GIST_UPDATE_LOG; T_AU_ERROR_LOGS","True"
"PKG_AR.P_DELETE_PARA_RESPONSIBILITY","PKG_AR","Confirmed Active","DeleteResponsibilityOfLegacyParas","AR","T_AU_OLD_PARAS_FAD_RESPONSIBILITY_ASSIGNED; DUAL","T_AU_OBSERVATION_OLD_PARAS_RESPONIBILITY_ASSIGNED; T_AU_OLD_PARAS_FAD_RESPONSIBILITY_ASSIGNED","T_CURSOR; T_AU_OLD_PARAS_FAD_RESPONSIBILITY_ASSIGNED; T_AU_OBSERVATION_OLD_PARAS_RESPONIBILITY_ASSIGNED","True"
"PKG_AR.P_NO_UPDATE_LEGACY_PARA_TEXT","PKG_AR","Confirmed Active","UpdateLegacyParasWithResponsibilityNoChangesAZ","AR","T_AU_OLD_PARAS_FAD_TEXT; T_AU_REMARKS; T_AU_ERROR_LOGS; DUAL","T_AU_OLD_PARAS_FAD; T_AU_OLD_PARAS_FAD_LOG; T_AU_ERROR_LOGS","T_CURSOR; T_F; T_AU_OLD_PARAS_FAD_TEXT; T_AU_OLD_PARAS_FAD; T_AU_OLD_PARAS_FAD_LOG; T_AU_REMARKS; T_AU_ERROR_LOGS","True"
"PKG_AR.P_GET_ENTITIES_FOR_MANAGE_OBSERVATIONS","PKG_AR","Likely Active","GetEntitiesDropDownForManageObservations","AR","T_AU_PLAN_ENG; T_AUDITEE_ENTITIES; T_AU_AUDIT_TEAM_TASKLIST; T_AUDITEE_ENTITIES_MAPING_FAD","","T_CURSOR; T_AU_PLAN_ENG; T_AUDITEE_ENTITIES; T_AU_AUDIT_TEAM_TASKLIST; T_AUDITEE_ENTITIES_MAPING_FAD","True"
"PKG_AR.P_GETMANAGEAUDITPARASENTITIES","PKG_AR","Confirmed Active","GetEntitiesForManageAuditParas","AR","T_AU_OBSERVATION_FAD; T_AUDITEE_ENTITIES","","T_CURSOR; T_AU_OBSERVATION_FAD; T_AUDITEE_ENTITIES","True"
"PKG_AR.P_GETOBSERVATIONENTITIES","PKG_AR","Confirmed Active","GetObservationEntitiesForManageObservations","AR","T_USER_MAPING; T_USER; T_AU_AUDIT_JOINING; T_AU_PLAN_ENG; T_AUDITEE_ENTITIES; T_AU_PERIOD; T_AUDITEE_ENTITIES_MAPING; T_AUDITEE_ENTITIES_MAPING_FAD","","T_CURSOR; V_F; T_USER_MAPING; T_USER; T_AU_AUDIT_JOINING; T_AU_PLAN_ENG; T_AUDITEE_ENTITIES; T_AU_PERIOD; T_AUDITEE_ENTITIES_MAPING; T_AUDITEE_ENTITIES_MAPING_FAD","True"
"PKG_AR.P_GET_AUDITEE_OBSERVATION_RESPONSE_EVIDENCES_FILEDATA","PKG_AR","Confirmed Active","GetAuditeeEvidenceData","AR","T_AU_OBSERVATIONS_AUDITEE_EVIDENCES","","T_CURSOR; T_AU_OBSERVATIONS_AUDITEE_EVIDENCES","True"
"PKG_AR.P_CLOSEAUDIT","PKG_AR","Confirmed Active","CloseDraftAuditReport","AR","T_AU_AUDIT_TEAM_TASKLIST; T_AU_TEAM_MEMBERS; T_AU_OBSERVATION; T_AU_REMARKS; T_AU_PLAN_ENG_LOG","T_AU_AUDIT_JOINING; T_AU_AUDIT_TEAM_TASKLIST; T_AU_PLAN_ENG; T_AU_AUDIT_TEAMS; T_AU_PLAN_ENG_LOG","T_CURSOR; T_L; M_F; T_AU_AUDIT_TEAM_TASKLIST; T_AU_TEAM_MEMBERS; T_ID; T_AU_OBSERVATION; T_AU_REMARKS; T_AU_AUDIT_JOINING; T_AU_PLAN_ENG; T_AU_AUDIT_TEAMS; T_AU_PLAN_ENG_LOG","True"
"PKG_AR.P_GET_LEGACY_PARA_RESPONSIBLES","PKG_AR","Likely Active","GetLegacyParaResponsiblePersons","AR","T_AU_OLD_PARAS_FAD_RESPONSIBILITY_ASSIGNED; T_AU_OBSERVATION_OLD_PARAS_RESPONIBILITY_ASSIGNED; V_SERVICE_EMPLOYEEINFO","","T_CURSOR; T_AU_OLD_PARAS_FAD_RESPONSIBILITY_ASSIGNED; T_AU_OBSERVATION_OLD_PARAS_RESPONIBILITY_ASSIGNED; V_SERVICE_EMPLOYEEINFO","True"
" PKG_AR.P_GET_EMPLOYEES_INFORMATION","","Confirmed Active","GetEmployeeNameFromPPNO","AR","","","","False"
"PKG_AR.P_GET_LEGACY_PARA_TO_AUTHORIZE","PKG_AR","Confirmed Active","GetUpdatedGistParaOfLegacyParaForAuthorize","AR","T_AU_OBSERVATION_OLD_CAD_PARAS; T_AUDITEE_ENTITIES; T_AU_OLD_PARAS_GIST_UPDATE_LOG; T_AU_OLD_PARAS_FAD; T_AU_OLD_AUDIT_NATURE; T_AU_OLD_AUDIT_PERIOD","","T_CURSOR; T_AU_OBSERVATION_OLD_CAD_PARAS; T_AUDITEE_ENTITIES; T_AU_OLD_PARAS_GIST_UPDATE_LOG; T_AU_OLD_PARAS_FAD; T_AU_OLD_AUDIT_NATURE; T_AU_OLD_AUDIT_PERIOD","True"
"PKG_AR.P_AUTHORIZE_PARA_GIST","PKG_AR","Confirmed Active","AuthorizeLegacyParaGistParaNoUpdate","AR","DUAL","T_AU_OBSERVATION_OLD_CAD_PARAS; AIS_T_AU_POST_COMPLIANCE; T_AU_OLD_PARAS_GIST_UPDATE_LOG; T_AU_OLD_PARAS_FAD","T_CURSOR; T_AU_OBSERVATION_OLD_CAD_PARAS; AIS_T_AU_POST_COMPLIANCE; T_AU_OLD_PARAS_GIST_UPDATE_LOG; T_AU_OLD_PARAS_FAD","True"
"PKG_AR.P_SETTEL_LEGACY_PARA_HO","PKG_AR","Confirmed Active","SettleLegacyParaHO","AR","T_AU_DATA_VALIDATION_HO_LOG; DUAL","T_AU_OBSERVATION_OLD_CAD_PARAS; T_AU_OBSERVATION_OLD_CAD_PARAS_SETTLE_LOG","T_CURSOR; T_AU_OBSERVATION_OLD_CAD_PARAS; T_AU_OBSERVATION_OLD_CAD_PARAS_SETTLE_LOG; T_AU_DATA_VALIDATION_HO_LOG","True"
"PKG_AR.P_DELETE_LEGACY_PARA_HO","PKG_AR","Confirmed Active","DeleteLegacyParaHO","AR","T_AU_DATA_VALIDATION_HO_LOG; DUAL","T_AU_OBSERVATION_OLD_CAD_PARAS; T_AU_OBSERVATION_OLD_CAD_PARAS_SETTLE_LOG","T_CURSOR; T_AU_OBSERVATION_OLD_CAD_PARAS; T_AU_OBSERVATION_OLD_CAD_PARAS_SETTLE_LOG; T_AU_DATA_VALIDATION_HO_LOG","True"
"PKG_AR.P_GETLOANCASEFILE","PKG_AR","Confirmed Active","GetWorkingPaperLoanCases","AR","DUAL; T_WORKING_PAPER_LOAN_CASE_FILE","","T_CURSOR; V_ENGID; T_WORKING_PAPER_LOAN_CASE_FILE","True"
"PKG_AR.P_ADDLOANCASEFILE","PKG_AR","Confirmed Active","AddWorkingPaperLoanCases","AR","T_WORKING_PAPER_LOAN_CASE_FILE; DUAL","T_WORKING_PAPER_LOAN_CASE_FILE","T_WORKING_PAPER_LOAN_CASE_FILE; T_CURSOR","True"
"PKG_AR.P_GETVOUCHERCHECKING","PKG_AR","Confirmed Active","GetWorkingPaperVoucherChecking","AR","T_WORKING_PAPER_VOUCHER_CHECKING","","T_CURSOR; T_WORKING_PAPER_VOUCHER_CHECKING","True"
"PKG_AR.P_ADDVOUCHERCHECKING","PKG_AR","Confirmed Active","AddWorkingVoucherChecking","AR","T_WORKING_PAPER_VOUCHER_CHECKING; DUAL","T_WORKING_PAPER_VOUCHER_CHECKING","T_WORKING_PAPER_VOUCHER_CHECKING; V_NUMBER; T_CURSOR; V_ID","True"
"PKG_AR.P_GETACCOUNTOPENINGDETAILS","PKG_AR","Confirmed Active","GetWorkingPaperAccountOpening","AR","T_WORKING_PAPER_ACCOUNT_OPENING","","T_CURSOR; T_WORKING_PAPER_ACCOUNT_OPENING","True"
"PKG_AR.P_ADDACCOUNTOPENINGDETAILS","PKG_AR","Confirmed Active","AddWorkingAccountOpening","AR","T_WORKING_PAPER_ACCOUNT_OPENING; DUAL","T_WORKING_PAPER_ACCOUNT_OPENING","T_WORKING_PAPER_ACCOUNT_OPENING; V_NUMBER; T_CURSOR","True"
"PKG_AR.P_GETFIXEDASSETSDETAILS","PKG_AR","Confirmed Active","GetWorkingPaperFixedAssets","AR","T_WORKING_PAPER_FIXED_ASSETS","","T_CURSOR; T_WORKING_PAPER_FIXED_ASSETS","True"
"PKG_AR.P_ADDFIXEDASSETSDETAILS","PKG_AR","Confirmed Active","AddWorkingFixedAssets","AR","T_WORKING_PAPER_FIXED_ASSETS; DUAL","T_WORKING_PAPER_FIXED_ASSETS","T_WORKING_PAPER_FIXED_ASSETS; T_CURSOR","True"
"PKG_AR.P_GETCASHCOUNTERDETAILS","PKG_AR","Confirmed Active","GetWorkingPaperCashCounter","AR","T_WORKING_PAPER_CASH_COUNT","","T_CURSOR; T_WORKING_PAPER_CASH_COUNT","True"
"PKG_AR.P_ADDCASHCOUNTERDETAILS","PKG_AR","Confirmed Active","AddWorkingCashCounter","AR","T_WORKING_PAPER_CASH_COUNT; DUAL","T_WORKING_PAPER_CASH_COUNT","T_WORKING_PAPER_CASH_COUNT; T_CURSOR","True"
"PKG_AR.P_GET_DSA_GUIDLINE","PKG_AR","Confirmed Active","GetDraftDSAGuidelines","AR","T_AU_DSA_GUIDELINES","","T_CURSOR; T_AU_DSA_GUIDELINES","True"
"PKG_AR.P_DRAFT_DSA","PKG_AR","Confirmed Active","DraftDSA; SubmitDSAToAuditee","AR","T_AU_DSA; T_AU_DSA_TEXT; T_AU_OBSERVATION_TEXT; DUAL","T_AU_DSA; T_AU_DSA_TEXT","T_CURSOR; T_AU_DSA; T_AU_DSA_TEXT; T_AU_OBSERVATION_TEXT","True"
"PKG_AR.P_ADD_DSA_CHECKILIST","PKG_AR","Confirmed Active","AddDraftDSAGuideline","AR","T_AU_DSA_GUIDELINES_ADDED","T_AU_DSA_GUIDELINES_ADDED","T_AU_DSA_GUIDELINES_ADDED","True"
"PKG_AR.P_GET_RESPONSIBILITY","PKG_AR","Confirmed Active","GetResponsiblePersonsList","AR","V_GET_AUDITEE_PP_RESPONSIBILITY_FOR_AUTHORIZATION; V_SERVICE_EMPLOYEEINFO","IS","T_CURSOR; V_GET_AUDITEE_PP_RESPONSIBILITY_FOR_AUTHORIZATION; V_SERVICE_EMPLOYEEINFO","True"
"PKG_AR.P_UPDATE_RESPONSIBILITY","PKG_AR","Low-Confidence / Needs Verification","UpdateResponsibilityAssignment","AR","T_AU_OBSERVATION_RESPONSIBILITY_UPDATED; DUAL","T_AU_OBSERVATION_RESPONSIBILITY_UPDATED","T_CURSOR; V_F; V_ERR_MSG; T_AU_OBSERVATION_RESPONSIBILITY_UPDATED","True"
"PKG_AR.P_GET_DSA_LIST","PKG_AR","Confirmed Active","GetDraftDSAList","AR","T_AUDITEE_ENTITIES; T_AU_DSA; T_AU_DSA_TEXT; V_GET_AUDITEE_PP_RESPONSIBILITY; V_SERVICE_EMPLOYEEINFO; T_AU_OBSERVATION_TEXT; T_AU_PLAN_ENG; T_AU_PERIOD; T_AUDITEE_ENTITIES_MAPING; T_AU_DSA_STATUS","","T_CURSOR; T_AUDITEE_ENTITIES; T_AU_DSA; T_AU_DSA_TEXT; V_GET_AUDITEE_PP_RESPONSIBILITY; V_SERVICE_EMPLOYEEINFO; T_AU_OBSERVATION_TEXT; T_AU_PLAN_ENG; T_AU_PERIOD; T_AUDITEE_ENTITIES_MAPING; T_AU_DSA_STATUS","True"
"PKG_AR.P_GET_DSA_CONTENT","PKG_AR","Confirmed Active","GetDraftDSAContent","AR","T_AU_DSA; T_AU_DSA_TEXT; T_AU_OBSERVATION_TEXT","","T_CURSOR; T_AU_DSA; T_AU_DSA_TEXT; T_AU_OBSERVATION_TEXT","True"
"PKG_AR.P_SUBMIT_DSA_TO_HEAD_FAD","PKG_AR","Confirmed Active","SubmitDSAToHeadFAD","AR","DUAL","T_AU_DSA","T_CURSOR; T_AU_DSA","True"
"PKG_AR.P_UPDATE_DSA_HEADING","PKG_AR","Confirmed Active","UpdateDSAHeading","AR","T_AU_DSA; DUAL","T_AU_OBSERVATION_TEXT; THE","T_CURSOR; T_AU_OBSERVATION_TEXT; T_AU_DSA","True"
"PKG_AR.P_REFFERED_BACK_DSA_BY_HEAD_FAD","PKG_AR","Confirmed Active","ReferredBackDSAByHeadFad","AR","DUAL","T_AU_DSA","T_CURSOR; T_AU_DSA","True"
"PKG_AR.P_SUBMIT_DSA_BY_HEAD_FAD_TO_DPD","PKG_AR","Confirmed Active","SubmitDSAToDPD","AR","DUAL","T_AU_DSA","T_CURSOR; T_AU_DSA","True"
"PKG_AR.P_REFFERED_BACK_DSA_BY_DPD","PKG_AR","Confirmed Active","ReferredBackDSAByDPD","AR","DUAL","T_AU_DSA","T_CURSOR; T_AU_DSA","True"
"PKG_AR.P_SUBMIT_DSA_BY_DPD_TO_COMMITTEE","PKG_AR","Confirmed Active","AcknowledgeDSA","AR","DUAL","T_AU_DSA","T_CURSOR; T_AU_DSA","True"
"PKG_AR.P_GET_LC_DETAILS","PKG_AR","Confirmed Active","GetLoanCaseDetailsWithBRCode","AR","V_LOAN_OUTSTANDING_AMOUNT; V_LOAN_SANCTION_PROCESS","","T_CURSOR; V_LOAN_OUTSTANDING_AMOUNT; V_LOAN_SANCTION_PROCESS","True"
"PKG_BAC.P_BAC_AGENDA","PKG_BAC","Confirmed Active","GetBACAgenda","BAC","T_BAC_MEETINGS_AGENDA","","T_CURSOR; T_BAC_MEETINGS_AGENDA","True"
"PKG_BAC.P_BAC_GET_ACTIONABLE_SUM","PKG_BAC","Confirmed Active","GetBACAgendaActionablesSummary; GetBACAMeetingSummary","BAC","V_GET_BAC_ACTIONABLE_SUMMARY; T_BAC_ACTIONABLE_UPDATES","","T_CURSOR; V_GET_BAC_ACTIONABLE_SUMMARY; T_BAC_ACTIONABLE_UPDATES","True"
"PKG_BAC.P_BAC_GET_ACTIONABLE_SNAP","PKG_BAC","Confirmed Active","GetBACAgendaActionablesConsolidatedSummary","BAC","T_BAC_ACTIONABLE","","T_CURSOR; T_BAC_ACTIONABLE","True"
"PKG_BAC.P_BAC_GET_ACTIONABLE","PKG_BAC","Confirmed Active","GetBACAgendaActionables","BAC","T_BAC_ACTIONABLE","","T_CURSOR; T_BAC_ACTIONABLE","True"
"PKG_BAC.P_BAC_GET_ACTIONABLE_MEETINGS_WITH_STATUS","PKG_BAC","Confirmed Active","GetBACAgendaActionablesWithMeetingNo","BAC","T_BAC_ACTIONABLE","","T_CURSOR; T_BAC_ACTIONABLE","True"
"PKG_BAC.P_CIA_ANALYSIS","PKG_BAC","Confirmed Active","GetBACCIAAnalysisOptions","BAC","T_AUDIT_CHECKLIST_ANNEXURE_PROCESS","","T_CURSOR; T_AUDIT_CHECKLIST_ANNEXURE_PROCESS","True"
"PKG_BAC.P_CIA_ANALYSIS_DETAILS","PKG_BAC","Confirmed Active","GetBACCIAAnalysis","BAC","T_AUDIT_CHECKLIST_ANNEXURE_PROCESS; T_AUDIT_CHECKLIST_ANNEXURE_MAPPING; T_AUDIT_CHECKLIST_ANNEXURE; V_CIA_ANALYSIS","","T_CURSOR; T_AUDIT_CHECKLIST_ANNEXURE_PROCESS; T_AUDIT_CHECKLIST_ANNEXURE_MAPPING; T_AUDIT_CHECKLIST_ANNEXURE; V_CIA_ANALYSIS","True"
